

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines

000.003  000.003: --- VIM STARTING ---
018.219  000.157  000.157: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
019.127  000.156  000.156: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
019.549  000.143  000.143: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
019.836  000.141  000.141: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
020.007  001.593  001.153: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/colors/murphy.vim
023.724  000.402  000.402: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/nosyntax.vim
024.534  000.168  000.168: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
024.925  000.120  000.120: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
025.222  000.153  000.153: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
025.414  001.355  000.914: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/colors/murphy.vim
025.480  001.589  000.234: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/synload.vim
025.503  002.901  000.910: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syntax.vim
025.652  000.024  000.024: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/filetype.vim
025.809  000.023  000.023: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/filetype.vim
025.963  000.021  000.021: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/ftplugin.vim
028.968  000.037  000.037: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/filetype.vim
029.125  000.022  000.022: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/ftplugin.vim
029.281  000.024  000.024: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/indent.vim
031.375  013.925  009.123: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/basic.vim
049.127  000.601  000.601: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/asyncrun.vim
049.285  000.022  000.022: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/calendar.vim
049.410  000.022  000.022: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/Colorizer.vim
049.534  000.025  000.025: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/fern.vim
049.658  000.023  000.023: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/ivim-snippets.vim
050.136  000.364  000.364: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/limelight.vim
050.307  000.033  000.033: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/mru.vim
050.997  000.576  000.576: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/neocomplete.vim
051.151  000.027  000.027: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/nerdcommenter.vim
051.547  000.284  000.284: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/nerdtree.vim
051.703  000.028  000.028: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/NrrwRgn.vim
052.388  000.582  000.582: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/open-browser.vim
052.553  000.034  000.034: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/python-mode.vim
052.689  000.029  000.029: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/searchvim.vim
053.370  000.578  000.578: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/tagbar.vim
054.182  000.680  000.680: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/ultisnips.vim
055.126  000.819  000.819: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/unicode.vim
055.284  000.032  000.032: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/utl.vim
055.741  000.350  000.350: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-airline.vim
057.125  000.167  000.167: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
057.531  000.137  000.137: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
057.809  000.148  000.148: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
058.008  001.368  000.916: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/colors/murphy.vim
058.322  000.137  000.137: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
061.038  000.151  000.151: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
061.379  000.141  000.141: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/syntax/syncolor.vim
063.581  003.629  003.337: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/opt/vim-colorschemes/colors/solarized.vim
063.810  007.941  002.807: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-colors-solarized.vim
063.987  000.035  000.035: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-easy-align.vim
064.126  000.033  000.033: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-easymotion-chs.vim
064.263  000.034  000.034: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-easymotion.vim
065.007  000.645  000.645: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-grep.vim
065.425  000.280  000.280: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-highlightedyank.vim
065.835  000.276  000.276: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-illuminate.vim
066.011  000.040  000.040: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-mark.vim
066.775  000.651  000.651: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-markdown.vim
067.408  000.496  000.496: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-mundo.vim
067.588  000.042  000.042: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-orgmode.vim
067.749  000.042  000.042: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-pythonsense.vim
067.903  000.042  000.042: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-repeat.vim
068.408  000.395  000.395: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-repl.vim
068.592  000.047  000.047: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-SyntaxRange.vim
068.748  000.043  000.043: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-textobj-user.vim
069.121  000.262  000.262: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-thematic.vim
069.315  000.047  000.047: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-vinegar.vim
069.672  000.244  000.244: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-wheel.vim
070.184  000.370  000.370: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-which-key.vim
070.371  000.049  000.049: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vim-yoink.vim
070.565  000.047  000.047: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/vimtex.vim
070.720  000.048  000.048: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac/YankRing.vim
070.733  038.714  021.496: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/_vim/_rc/pac.vim
070.742  054.096  001.457: sourcing $HOME/.vimrc
070.745  001.187: sourcing vimrc file(s)
090.875  000.378  000.378: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/getscriptPlugin.vim
091.407  000.439  000.439: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/gzip.vim
092.012  000.511  000.511: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/logiPat.vim
092.317  000.198  000.198: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/manpager.vim
092.800  000.395  000.395: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/matchparen.vim
093.529  000.633  000.633: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/netrwPlugin.vim
093.846  000.200  000.200: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/rrhelper.vim
094.176  000.225  000.225: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/spellfile.vim
094.518  000.240  000.240: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/tarPlugin.vim
094.921  000.297  000.297: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/tohtml.vim
095.316  000.299  000.299: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/vimballPlugin.vim
095.740  000.311  000.311: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/plugin/zipPlugin.vim
095.746  020.875: loading plugins
102.444  002.127  002.127: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/asyncrun.vim/plugin/asyncrun.vim
103.471  000.368  000.368: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/browserprint/plugin/browserprint.vim
104.492  000.387  000.387: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/calendar.vim/plugin/calendar.vim
109.327  004.149  004.149: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/caw.vim/plugin/caw.vim
110.141  000.416  000.416: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/Colorizer/plugin/ColorizerPlugin.vim
111.519  000.626  000.626: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/FastFold/plugin/fastfold.vim
112.694  000.333  000.333: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/fern.vim/plugin/fern.vim
113.337  000.245  000.245: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/goyo.vim/plugin/goyo.vim
114.046  000.293  000.293: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/helpful.vim/plugin/helpful.vim
115.195  000.497  000.497: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/hiPairs/plugin/hiPairs.vim
116.353  000.457  000.457: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/hyperlist.vim/ftdetect/hyperlist.vim
117.386  000.569  000.569: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/is.vim/plugin/is.vim
118.652  000.844  000.844: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/LeaderF/plugin/leaderf.vim
119.392  000.302  000.302: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/limelight.vim/plugin/limelight.vim
122.045  001.932  001.932: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/mru/plugin/mru.vim
123.115  000.356  000.356: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/neocomplete/plugin/neocomplete/buffer.vim
123.521  000.279  000.279: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/neocomplete/plugin/neocomplete/dictionary.vim
123.893  000.249  000.249: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/neocomplete/plugin/neocomplete/member.vim
124.267  000.249  000.249: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/neocomplete/plugin/neocomplete/tag.vim
124.766  000.365  000.365: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/neocomplete/plugin/neocomplete.vim
130.168  004.600  004.600: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdcommenter/plugin/NERD_commenter.vim
133.012  000.478  000.478: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/autoload/nerdtree.vim
135.328  000.916  000.916: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/path.vim
136.372  000.435  000.435: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/menu_controller.vim
137.205  000.300  000.300: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/menu_item.vim
138.123  000.384  000.384: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/key_map.vim
139.166  000.517  000.517: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/bookmark.vim
140.201  000.479  000.479: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/tree_file_node.vim
141.654  000.919  000.919: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/tree_dir_node.vim
142.659  000.467  000.467: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/opener.vim
143.645  000.425  000.425: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/creator.vim
144.629  000.385  000.385: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/flag_set.vim
145.613  000.457  000.457: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/nerdtree.vim
146.906  000.783  000.783: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/ui.vim
147.746  000.246  000.246: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/event.vim
148.603  000.268  000.268: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/lib/nerdtree/notifier.vim
150.239  000.835  000.835: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/autoload/nerdtree/ui_glue.vim
153.689  000.355  000.355: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/nerdtree_plugin/exec_menuitem.vim
155.391  001.554  001.554: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/nerdtree_plugin/fs_menu.vim
155.894  000.359  000.359: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/nerdtree_plugin/vcs.vim
156.608  025.555  014.993: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/nerdtree/plugin/NERD_tree.vim
157.973  000.513  000.513: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/NrrwRgn/plugin/NrrwRgn.vim
159.217  000.483  000.483: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/open-browser.vim/plugin/openbrowser.vim
161.379  000.395  000.395: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/python-mode/autoload/pymode.vim
162.619  000.321  000.321: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/filetype.vim
163.888  000.290  000.290: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/ftplugin.vim
296.756  000.064  000.064: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/filetype.vim
297.913  000.049  000.049: sourcing /private/var/containers/Bundle/Application/E39A2987-C78E-4F3B-BEE7-EFC1AC29433A/iVim.app/runtime/ftplugin.vim
298.092  138.140  137.021: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/python-mode/plugin/pymode.vim
501.861  201.102  201.102: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/searchvim/plugin/searchvim.vim
502.644  000.314  000.314: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/startuptime.vim/plugin/startuptime.vim
504.375  000.952  000.952: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/tagbar/plugin/tagbar.vim
506.529  000.387  000.387: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/ultisnips/autoload/UltiSnips/map_keys.vim
506.610  001.840  001.453: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/ultisnips/plugin/UltiSnips.vim
507.588  000.313  000.313: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/ultisnips/ftdetect/snippets.vim
508.952  000.569  000.569: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/unicode.vim/plugin/unicode.vim
509.513  000.238  000.238: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/unicode.vim/ftdetect/unicode.vim
512.322  001.758  001.758: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/utl.vim/plugin/utl.vim
513.129  000.612  000.612: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/utl.vim/plugin/utl_rc.vim
514.115  000.825  000.825: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/utl.vim/plugin/utl_scm.vim
514.757  000.478  000.478: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/utl.vim/plugin/utl_uri.vim
518.084  000.540  000.540: sourcing /private/var/mobile/Containers/Data/Application/C54223C8-9D98-4402-B528-8406B1C526B9/Documents/.vim/pack/ivim/start/vim-airline/autoload/airline/init.vim
