times in msec
592.272: VimEnter autocommands
002.059  002.059: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Edit_Diff_Undo_Swap__/start/changesPlugin/autoload/changes.vim
001.950  001.950: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/clojure.vim
001.923  001.923: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/scala.vim
001.859  001.859: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/auto-pairs/plugin/auto-pairs.vim
001.844  001.844: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/autoload/fuf.vim
001.840  001.840: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/___deps__/start/utl.vim/plugin/utl.vim
001.742  001.742: sourcing /private/var/containers/Bundle/Application/76D344F8-263C-4B2C-A0CD-FE55308DDA68/iVim.app/runtime/syntax/syncolor.vim
001.646  001.646: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Markdown__/start/vim-markdown-toc/ftdetect/markdown.vim
001.604  001.604: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/misc/start/vim-timetap/autoload/timetap.vim
001.568  001.568: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/tagbar/autoload/tagbar/types/uctags.vim
001.547  001.547: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline/extensions/tabline/ctrlspace.vim
001.535  001.535: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree_menu_util/nerdtree_plugin/nerdtree_menu_util.vim
001.499  001.499: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree_fs_menu/nerdtree_plugin/nerdtree_fs_menu.vim
001.486  001.486: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/haxe.vim
001.427  001.427: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__cmd&terminal__/start/vim-repl/plugin/default.vim
001.426  001.034: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline/themes/dark.vim
001.372  001.372: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Code&DebugLint&Run&Tag__/start/taglist/plugin/taglist.vim
001.348: sourcing vimrc file(s)
001.323  001.323: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/vim-surround/plugin/surround.vim
001.314  001.314: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/misc/start/swy-ivim/plugin/interestingwords.vim
001.296: reading viminfo
001.260  001.260: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-indentwise/plugin/indentwise.vim
001.258  001.258: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/ZFVimIM/plugin/ZFVimIM_cloud.vim
001.239  001.239: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/text.vim
001.202  001.202: sourcing $VIMRUNTIME/menu.vim
001.197  001.197: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/misc/start/BufTimer/plugin/Buftimer.vim
001.193  001.193: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__VimL__/start/vfix/plugin/Vfix.vim
001.172  001.172: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Code&DebugLint&Run&Tag__/start/tagbar/plugin/tagbar.vim
001.166: loading after plugins
001.158  001.158: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/ZFVimIM/plugin/ZFVimIM_IME.vim
001.134  001.134: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/misc/start/DrawIt/plugin/cecutil.vim
001.132  001.132: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/___deps__/start/tlib_vim/plugin/02tlib.vim
001.122  001.122: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__cmd&terminal__/start/vim-floaterm/plugin/floaterm.vim
001.101  001.101: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/autoload/fuf/givencmd.vim
001.073  001.073: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/nerdtree_plugin/fs_menu.vim
001.061  001.061: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/misc/start/swy-ivim/plugin/BetterLua.vim
001.054  001.054: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/javascript.vim
001.040  001.040: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/vim-table-mode/plugin/table-mode.vim
001.030  001.030: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/tagbar/autoload/tagbar/prototypes/typeinfo.vim
001.029  001.029: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/autoload/nerdtree/ui_glue.vim
001.016  001.016: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__FileTypes__/start/vim-orgmode/ftdetect/org.vim
000.986  000.986: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/unicode.vim/plugin/unicode.vim
000.986  000.986: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/___UI__/start/vim-airline-themes/plugin/airline-themes.vim
000.978  000.978: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/lib/nerdtree/path.vim
000.969  000.969: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/EngSpChk/plugin/cecutil.vim
000.961  000.961: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/lib/nerdtree/tree_dir_node.vim
000.951  000.234: sourcing /private/var/containers/Bundle/Application/76D344F8-263C-4B2C-A0CD-FE55308DDA68/iVim.app/runtime/syntax/syntax.vim
000.946  000.946: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/_hi&&sy&th_/start/vim-illuminate/plugin/illuminate.vim
000.941  000.941: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/z_game/start/vim-tetris/plugin/tetris.vim
000.940  000.940: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/vim-easy-align/plugin/easy_align.vim
000.933  000.933: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/ZFVimIM/plugin/ZFVimIM_API.vim
000.921  000.921: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/vim-speeddating/plugin/speeddating.vim
000.920  000.920: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline/extensions.vim
000.908  000.908: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/_hi&&sy&th_/start/hiPairs/plugin/hiPairs.vim
000.904  000.904: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__key&mode&motion&op&textobj__/start/do.vim/plugin/do.vim
000.901  000.901: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/coffee.vim
000.899  000.899: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/autoload/l9.vim
000.891  000.891: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/ChineseLinter.vim/plugin/ChineseLinter.vim
000.888  000.888: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/___deps__/start/utl.vim/plugin/utl_scm.vim
000.885  000.885: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__FileTypes__/start/csv.vim/plugin/csv.vim
000.859  000.859: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/autoload/fuf/callbackfile.vim
000.836  000.836: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/lib/nerdtree/ui.vim
000.835  000.835: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__key&mode&motion&op&textobj__/start/vim-which-key/plugin/which_key.vim
000.825  000.825: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/ZFVimIM/plugin/ZFVimIM_cloud_async.vim
000.825  000.825: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/tabular/plugin/Tabular.vim
000.790  000.790: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__FileTypes__/start/jupytext.vim/plugin/jupytext.vim
000.760  000.760: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/___UI__/start/vim-pencil/plugin/pencil.vim
000.758  000.758: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/tagbar/autoload/tagbar/debug.vim
000.750  000.750: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Code&DebugLint&Run&Tag__/start/vimtags_vim/autoload/vimtags/defs/vim.vim
000.743  000.743: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/complete-snippets-engine/start/ultisnips/autoload/UltiSnips/map_keys.vim
000.737  000.737: sourcing /private/var/containers/Bundle/Application/76D344F8-263C-4B2C-A0CD-FE55308DDA68/iVim.app/runtime/indent.vim
000.735  000.735: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Find&Fold&Indent&Search&Jump__/start/traces.vim/plugin/traces.vim
000.720  000.720: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/plugin/l9.vim
000.717  000.558: sourcing /private/var/containers/Bundle/Application/76D344F8-263C-4B2C-A0CD-FE55308DDA68/iVim.app/runtime/syntax/synload.vim
000.710  000.710: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/autoload/nerdtree.vim
000.690  000.690: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Edit_Diff_Undo_Swap__/start/changesPlugin/plugin/changesPlugin.vim
000.688  000.688: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__char&Chinese__/start/vimcdoc/plugin/vimcdoc.vim
000.683  000.683: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fold-cycle/plugin/fold_cycle.vim
000.683  000.683: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-anzu/plugin/anzu.vim
000.682  000.682: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/complete-snippet&sources/start/vim-snippets/plugin/vimsnippets.vim
000.678  000.678: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline.vim
000.676  000.676: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/misc/start/swy-ivim/plugin/hexdec.vim
000.670  000.670: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline/extensions/tabline/tabs.vim
000.668  000.668: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Explore__/start/nerdtree/lib/nerdtree/opener.vim
000.659  000.659: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__key&mode&motion&op&textobj__/start/vim-easymotion-chs/plugin/setup.vim
000.658  000.658: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/_hi&&sy&th_/start/vim-interestingwords/plugin/interestingwords.vim
000.656  000.656: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/misc/start/devotion.vim/plugin/devotion.vim
000.651  000.651: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline/extensions/ctrlp.vim
000.644  000.644: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/autoload/fuf/jumplist.vim
000.644  000.644: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-fuzzyfinder/autoload/fuf/buffertag.vim
000.643  000.643: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/__Find&Fold&Indent&Search&Jump__/start/vim-anzu/autoload/anzu.vim
000.641  000.641: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/.vim/pack/___UI__/start/vim-airline/autoload/airline/init.vim
000.638  000.638: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Markdown__/start/vim-markdown/ftdetect/markdown.vim
000.637  000.637: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/___deps__/start/utl.vim/plugin/utl_rc.vim
000.630  000.630: sourcing /private/var/mobile/Containers/Data/Application/EFEEF93A-2AA6-4B6B-83D1-DD8971FF3349/Documents/_vim/pack/__Find&Fold&Indent&Search&Jump__/start/asyncfinder.vim/plugin/asyncfinder.vim
